date,us_stock,uk_stock,us_short_yield,us_long_yield,uk_short_yield,uk_long_yield,gbpusd
2013-02-28,1514.6800537109375,95.77787,0.1,1.89,0.4261,2.1781,1.5167601108551025
2013-03-31,1569.18994140625,97.56867,0.09,1.87,0.4353,1.9768,1.5197569131851196
2013-04-30,1597.5699462890625,96.48994,0.06,1.7,0.4396,1.7824,1.549426794052124
2013-05-31,1630.739990234375,100.7186,0.04,2.16,0.4336,1.9462,1.5229045152664185
2013-06-30,1606.280029296875,95.5213,0.05,2.52,0.4252,2.3063,1.5258322954177856
2013-07-31,1685.72998046875,98.83331,0.04,2.6,0.4301,2.471,1.5242043733596802
2013-08-31,1632.969970703125,98.86803,0.04,2.78,0.427,2.7088,1.550652027130127
2013-09-30,1681.550048828125,99.3566,0.02,2.64,0.4299,2.8443,1.6168932914733887
2013-10-31,1756.5400390625,99.6535,0.05,2.57,0.4313,2.6784,1.602615475654602
2013-11-30,1805.81005859375,101.5092,0.07,2.75,0.43,2.7598,1.6340937614440918
2013-12-31,1848.3599853515625,99.83622,0.07,3.04,0.4215,2.9458,1.6495118141174316
2014-01-31,1782.5899658203125,101.8433,0.04,2.67,0.4287,2.91,1.6498383283615112
2014-02-28,1859.449951171875,101.4896,0.05,2.66,0.4197,2.8147,1.6691983938217163
2014-03-31,1872.3399658203125,100.5595,0.05,2.73,0.4159,2.7837,1.6643919944763184
2014-04-30,1883.949951171875,100.83,0.03,2.67,0.422,2.7417,1.6824253797531128
2014-05-31,1923.5699462890625,103.6177,0.03,2.48,0.4233,2.6989,1.6724364757537842
2014-06-30,1960.22998046875,103.177,0.04,2.53,0.4251,2.7842,1.7034034729003906
2014-07-31,1930.6700439453125,102.6874,0.03,2.58,0.4283,2.7343,1.6910173892974854
2014-08-31,2003.3699951171875,101.826,0.03,2.35,0.4228,2.5347,1.6589525938034058
2014-09-30,1972.2900390625,102.7743,0.02,2.52,0.4319,2.4919,1.624220371246338
2014-10-31,2018.050048828125,97.177,0.02,2.35,0.4308,2.2469,1.600102424621582
2014-11-30,2067.56005859375,100.748,0.02,2.18,0.4325,2.1593,1.5724753141403198
2014-12-31,2058.89990234375,99.29762,0.03,2.17,0.428,1.9287,1.5569047927856445
2015-01-31,1994.989990234375,100.2738,0.03,1.68,0.4355,1.589,1.5079090595245361
2015-02-28,2104.5,104.3025,0.02,2.0,0.4511,1.7365,1.5418059825897217
2015-03-31,2067.889892578125,104.3932,0.03,1.94,0.4568,1.7941,1.4809110164642334
2015-04-30,2085.510009765625,106.0855,0.02,2.05,0.4574,1.755,1.542686104774475
2015-05-31,2107.389892578125,105.9059,0.02,2.12,0.462,2.0243,1.531909704208374
2015-06-30,2063.110107421875,102.8565,0.02,2.35,0.4566,2.1696,1.573192834854126
2015-07-31,2103.840087890625,100.7856,0.03,2.2,0.4549,2.1353,1.5604275465011597
2015-08-31,1972.1800537109375,97.74457,0.07,2.21,0.459,1.9799,1.5418059825897217
2015-09-30,1920.030029296875,92.30527,0.02,2.06,0.4544,1.8814,1.5157945156097412
2015-10-31,2079.360107421875,96.14877,0.02,2.16,0.4622,1.846,1.532379150390625
2015-11-30,2080.409912109375,95.63457,0.12,2.21,0.4636,1.9779,1.5038950443267822
2015-12-31,2043.93994140625,93.56385,0.23,2.27,0.4575,1.9234,1.481920599937439
2016-01-31,1940.239990234375,90.03909,0.26,1.94,0.4659,1.7833,1.4362038373947144
2016-02-29,1932.22998046875,89.18767,0.31,1.74,0.4657,1.5032,1.3861935138702393
2016-03-31,2059.739990234375,93.30228,0.29,1.78,0.4646,1.5434,1.4374011754989624
2016-04-30,2065.300048828125,95.1037,0.23,1.83,0.4663,1.5688,1.4611338376998901
2016-05-31,2096.949951171875,93.60706,0.27,1.84,0.4633,1.5366,1.4635074138641357
2016-06-30,2098.860107421875,93.63906,0.27,1.49,0.4598,1.3105,1.3465837240219116
2016-07-31,2173.60009765625,100.9262,0.3,1.46,0.4577,0.9569,1.316187858581543
2016-08-31,2170.949951171875,103.4513,0.3,1.58,0.2478,0.7421,1.3090718984603882
2016-09-30,2168.27001953125,103.3202,0.29,1.6,0.213,0.8243,1.2963443994522095
2016-10-31,2126.14990234375,106.3142,0.33,1.84,0.212,1.078,1.2215979099273682
2016-11-30,2198.81005859375,103.1622,0.45,2.37,0.2108,1.3818,1.249219298362732
2016-12-31,2238.830078125,105.7012,0.51,2.45,0.2125,1.4336,1.2288031578063965
2017-01-31,2278.8701171875,109.302,0.51,2.45,0.2135,1.4203,1.25
2017-02-28,2363.639892578125,109.79,0.52,2.36,0.2106,1.3058,1.2439358234405518
2017-03-31,2362.719970703125,111.5961,0.74,2.4,0.2095,1.194,1.2478474378585815
2017-04-30,2384.199951171875,110.2385,0.8,2.29,0.2114,1.0789,1.2893576622009277
2017-05-31,2411.800048828125,112.4915,0.89,2.21,0.2126,1.1175,1.2809016704559326
2017-06-30,2423.409912109375,113.1798,0.98,2.31,0.2121,1.0846,1.3011176586151123
2017-07-31,2470.300048828125,112.1469,1.07,2.3,0.2124,1.2713,1.3144922256469727
2017-08-31,2471.64990234375,112.3438,1.01,2.12,0.2132,1.1241,1.2920564413070679
2017-09-30,2519.360107421875,111.2187,1.03,2.33,0.2123,1.2436,1.343021035194397
2017-10-31,2575.260009765625,113.8502,1.07,2.38,0.211,1.3816,1.3212482929229736
2017-11-30,2647.580078125,112.835,1.23,2.42,0.4493,1.3299,1.3417235612869263
2017-12-31,2673.610107421875,113.6094,1.32,2.4,0.4619,1.2781,1.344085931777954
2018-01-31,2823.81005859375,116.6877,1.41,2.72,0.4631,1.3931,1.4155884981155396
2018-02-28,2713.830078125,110.0247,1.57,2.87,0.4634,1.6034,1.3906078338623047
2018-03-31,2640.8701171875,107.4874,1.7,2.74,0.4637,1.508,1.4029377698898315
2018-04-30,2648.050048828125,110.3475,1.76,2.95,0.4617,1.5108,1.37710702419281
2018-05-31,2705.27001953125,116.5558,1.86,2.83,0.4529,1.5016,1.328356385231018
2018-06-30,2718.3701171875,116.1057,1.9,2.85,0.4507,1.4229,1.3075141906738281
2018-07-31,2816.2900390625,116.0167,1.96,2.96,0.4545,1.3739,1.3135426044464111
2018-08-31,2901.52001953125,115.3089,2.03,2.86,0.6911,1.3991,1.301100730895996
2018-09-30,2913.97998046875,111.9961,2.13,3.05,0.7012,1.5023,1.3078734874725342
2018-10-31,2711.739990234375,108.2222,2.25,3.15,0.7011,1.5462,1.2708903551101685
2018-11-30,2760.169921875,106.7632,2.33,3.01,0.7017,1.4541,1.2784454822540283
2018-12-31,2506.85009765625,102.8222,2.37,2.69,0.7026,1.3125,1.269357681274414
2019-01-31,2704.10009765625,103.9577,2.37,2.63,0.7053,1.3221,1.3117163181304932
2019-02-28,2784.489990234375,108.3783,2.39,2.73,0.7061,1.239,1.3318239450454712
2019-03-31,2834.39990234375,109.2462,2.4,2.41,0.7053,1.19,1.30565345287323
2019-04-30,2945.830078125,112.7637,2.38,2.51,0.7081,1.1906,1.2932428121566772
2019-05-31,2752.06005859375,110.3894,2.35,2.14,0.7094,1.13,1.2609704732894897
2019-06-30,2941.760009765625,111.5929,2.17,2.0,0.7085,0.919,1.267748475074768
2019-07-31,2980.3798828125,114.4728,2.1,2.02,0.709,0.8304,1.2161602973937988
2019-08-31,2926.4599609375,109.1551,1.95,1.5,0.7101,0.5776,1.218650221824646
2019-09-30,2976.739990234375,110.9959,1.89,1.68,0.7098,0.5981,1.2293167114257812
2019-10-31,3037.56005859375,109.4995,1.65,1.69,0.7108,0.6373,1.290172815322876
2019-11-30,3140.97998046875,111.4263,1.54,1.78,0.7105,0.765,1.29128897190094
2019-12-31,3230.780029296875,112.5802,1.54,1.92,0.7101,0.8308,1.3113033771514893
2020-01-31,3225.52001953125,114.5953,1.52,1.51,0.7113,0.7235,1.3089004755020142
2020-02-29,2954.219970703125,110.8974,1.52,1.13,0.7104,0.633,1.2888922691345215
2020-03-31,2584.590087890625,87.06705,0.29,0.7,0.3192,0.4609,1.2371643781661987
2020-04-30,2912.429931640625,87.03309,0.14,0.64,0.0659,0.3577,1.2471472024917603
2020-05-31,3044.31005859375,90.33038,0.13,0.65,0.0674,0.2743,1.2321492433547974
2020-06-30,3100.2900390625,94.69035,0.16,0.66,0.0646,0.278,1.2310571670532227
2020-07-31,3271.1201171875,93.51866,0.13,0.55,0.0599,0.2094,1.311785101890564
2020-08-31,3500.31005859375,92.02005,0.1,0.72,0.0562,0.2717,1.3356484174728394
2020-09-30,3363.0,89.9651,0.11,0.69,0.0547,0.273,1.2866535186767578
2020-10-31,3269.9599609375,88.72897,0.1,0.88,0.0538,0.3058,1.2931926250457764
2020-11-30,3621.6298828125,94.35523,0.09,0.84,0.0537,0.3836,1.333191156387329
2020-12-31,3756.070068359375,98.82664,0.09,0.93,0.0492,0.3224,1.36306631565094
2021-01-31,3714.239990234375,101.4009,0.08,1.11,0.0494,0.3672,1.3725008964538574
2021-02-28,3811.14990234375,99.82986,0.04,1.44,0.0486,0.6222,1.4008152484893799
2021-03-31,3972.889892578125,101.8014,0.03,1.74,0.0486,0.8456,1.3746649026870728
2021-04-30,4181.169921875,104.7217,0.02,1.65,0.0486,0.8515,1.3952839374542236
2021-05-31,4204.10986328125,106.4692,0.02,1.58,0.0495,0.9058,1.4180374145507812
2021-06-30,4297.5,107.6213,0.04,1.45,0.0498,0.8549,1.3842746019363403
2021-07-31,4395.259765625,106.8666,0.05,1.24,0.0506,0.6979,1.3964334726333618
2021-08-31,4522.68017578125,108.2514,0.05,1.3,0.0504,0.644,1.376045823097229
2021-09-30,4307.5400390625,107.1312,0.04,1.52,0.05,0.8023,1.3426424264907837
2021-10-31,4605.3798828125,108.6177,0.05,1.55,0.0502,1.083,1.380071759223938
2021-11-30,4567.0,110.1591,0.05,1.43,0.0468,0.9394,1.3315047025680542
2021-12-31,4766.18017578125,110.5146,0.06,1.52,0.1141,0.8375,1.349837303161621
2022-01-31,4515.5498046875,113.6568,0.15,1.79,0.1958,1.2051,1.3403388261795044
2022-02-28,4373.93994140625,114.2632,0.33,1.83,0.4199,1.4891,1.337327480316162
2022-03-31,4530.41015625,110.9183,0.44,2.32,0.5623,1.5457,1.3138878345489502
2022-04-30,4131.93017578125,114.6437,0.76,2.89,0.6906,1.8362,1.2463854551315308
2022-05-31,4132.14990234375,112.9969,0.98,2.85,0.9158,1.9069,1.2647020816802979
2022-06-30,3785.3798828125,110.677,1.49,2.98,1.0767,2.3824,1.2131799459457397
2022-07-31,4130.2900390625,109.5683,2.23,2.67,1.1908,2.1454,1.2173447608947754
2022-08-31,3955.0,113.2166,2.63,3.15,1.622,2.3278,1.1659767627716064
2022-09-30,3585.6201171875,109.0082,3.13,3.83,1.8569,3.5007,1.1169440746307373
2022-10-31,3871.97998046875,105.719,3.72,4.1,2.1857,4.1096,1.159595012664795
2022-11-30,4080.110107421875,111.7236,4.15,3.68,2.8599,3.4171,1.1946860551834106
2022-12-31,3839.5,113.3291,4.25,3.88,3.1779,3.5015,1.2056326866149902
2023-01-31,4076.60009765625,117.266,4.54,3.52,3.4275,3.5115,1.2353609800338745
2023-02-28,3970.14990234375,120.0188,4.65,3.92,3.9021,3.5553,1.2061562538146973
2023-03-31,4109.31005859375,115.8184,4.69,3.48,4.0031,3.5638,1.2387275695800781
2023-04-30,4169.47998046875,118.566,4.92,3.44,4.1774,3.6503,1.249750018119812
2023-05-31,4179.830078125,116.9485,5.14,3.64,4.3528,3.9621,1.241187572479248
2023-06-30,4450.3798828125,114.5883,5.16,3.81,4.5872,4.3659,1.2614636421203613
2023-07-31,4588.9599609375,113.9178,5.25,3.97,4.9302,4.4372,1.2853965759277344
2023-08-31,4507.66015625,112.8674,5.3,4.09,5.1609,4.5298,1.271179437637329
2023-09-30,4288.0498046875,114.8787,5.32,4.59,5.1854,4.4199,1.2204796075820923
2023-10-31,4193.7998046875,113.4461,5.34,4.88,5.1871,4.5695,1.2165746688842773
2023-11-30,4567.7998046875,112.8533,5.27,4.37,5.1875,4.2721,1.2696397304534912
2023-12-31,4769.830078125,115.4689,5.24,3.88,5.187,3.8622,1.2733986377716064
2024-01-31,4845.64990234375,115.3066,5.22,3.99,5.1875,3.9319,1.269551157951355
2024-02-29,5096.27001953125,115.8311,5.24,4.25,5.1883,4.123,1.2663036584854126
2024-03-31,5254.35009765625,117.9558,5.24,4.2,5.1891,4.033,1.26262629032135
2024-04-30,5035.68994140625,120.9609,5.24,4.69,5.1979,4.2172,1.2559815645217896
2024-05-31,5277.509765625,126.2393,5.25,4.51,5.2,4.2229,1.27304208278656
2024-06-30,5460.47998046875,124.5847,5.24,4.36,5.2,4.1644,1.2645741701126099
2024-07-31,5522.2998046875,124.4262,5.2,4.09,5.2,4.1386,1.2836971282958984
2024-08-31,5648.39990234375,125.2097,5.05,3.91,4.95,3.9444,1.3166210651397705
2024-09-30,5762.47998046875,125.3474,4.72,3.81,4.95,3.9053,1.338329792022705
2024-10-31,5705.4501953125,125.363,4.51,4.28,4.95,4.1993,1.2959579229354858
2024-11-30,6032.3798828125,123.711,4.42,4.18,4.7476,4.4164,1.2696800231933594
2024-12-31,5881.6298828125,124.7651,4.27,4.58,4.7,4.4345,1.254909873008728
2025-01-31,6040.52978515625,127.3686,4.21,4.58,4.7002,4.6627,1.2423903942108154
2025-02-28,5954.5,132.1118,4.22,4.24,4.4919,4.5063,1.259890079498291
2025-03-31,5611.85009765625,131.3455,4.2,4.23,4.4555,4.6448,1.2938284873962402
2025-04-30,5569.06005859375,125.0014,4.21,4.17,4.4577,4.5762,1.3410794734954834
2025-05-31,5911.68994140625,131.2874,4.25,4.41,4.2604,4.6004,1.3498992919921875
2025-06-30,6204.9501953125,133.545,4.23,4.24,4.2144,4.5248,1.3719680309295654
2025-07-31,6339.39013671875,136.0249,4.25,4.37,4.2172,4.5924,1.3257676362991333
2025-08-31,6460.259765625,139.3394,4.12,4.23,4.0172,4.6369,1.35111403465271
2025-09-30,6688.4599609375,140.029,3.92,4.16,3.9672,4.6885,1.3437248468399048
2025-10-31,6840.2001953125,144.4346,3.82,4.11,3.9682,4.5721,1.3159106969833374
2025-11-30,6849.08984375,146.9106,3.78,4.02,3.9693,4.4985,1.3241175413131714
2025-12-31,6845.5,148.2202,3.59,4.18,3.8789,4.4826,1.346719741821289
